奥迪Q5L
基本信息
内饰材质,"●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
","●塑料
●皮质
●金属
"
车内氛围灯,"●
","●
","●
","●
","●
","●
","●
","●
","○选配1600元
","●
","●
","●
","●
","●
"
遮阳板化妆镜,"●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
"
方向盘材质,"●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
"
多功能方向盘,"●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
"
方向盘调节,"●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
","●上下调节
●前后调节
"
方向盘加热,"○选配1000元
","○选配1000元
","○选配1000元
","○选配1000元
","○选配1000元
","○选配1000元
","○选配1000元
","-
","○选配3000元
","○选配1000元
","○选配1000元
","○选配1000元
","-
","-
"
方向盘换挡,"●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
"
前排空调,"●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
","●双温区自动空调
"
后排空调,"●自动空调
","●自动空调
","●自动空调
","●自动空调
","●自动空调
","●自动空调
","●自动空调
","●自动空调
","●自动空调
","●自动空调
","●自动空调
","●自动空调
","●自动空调
","●自动空调
"
车载空气净化器,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
车内PM2.5过滤装置,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
负离子发生器,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
香氛系统,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
车载冰箱,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
主动降噪,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
座椅配置
座椅材质,"●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
","●织物皮质混合
","●皮质
","●皮质
","●皮质
","●皮质
","●皮质
"
运动风格座椅,"●
","○
","●
","○
","●
","●
","○
","●
","-
","-
","-
","-
","●
","●
"
主座椅电动调节,"●电动调节
○带记忆电动调节2500元
","●电动调节
○带记忆电动调节2500元
","●电动调节
○带记忆电动调节2500元
","●电动调节
○带记忆电动调节2500元
","●电动调节
○带记忆电动调节2500元
","●带记忆电动调节
","●带记忆电动调节
","●带记忆电动调节
","●电动调节
","●电动调节
○带记忆电动调节2500元
","●电动调节
○带记忆电动调节2500元
","●电动调节
○带记忆电动调节2500元
","●电动调节
○带记忆电动调节2500元
","●电动调节
○带记忆电动调节2500元
"
副座椅电动调节,"●电动调节
","●电动调节
","●电动调节
","●电动调节
","●电动调节
","●电动调节
","●电动调节
","●电动调节
","●电动调节
","●电动调节
","●电动调节
","●电动调节
","●电动调节
","●电动调节
"
主座椅调节方式,"●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
○腿托调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
○腿托调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
○腿托调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
"
副座椅调节方式,"●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
○腿托调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
○腿托调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
○腿托调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
","●靠背调节
●高低调节
●腰部调节
●腿托调节
●前后调节
"
第二排座椅电动调节,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
第二排座椅调节方式,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
前排座椅功能,"○加热2300元
○通风9900元
","○加热2300元
○通风9900元
","●加热
○通风9900元
","●加热
○通风9900元
","●加热
○通风9900元
","●加热
○通风9900元
","●加热
○通风9900元
","●加热
○通风9900元
","○加热2300元
","●加热
","●加热
","●加热
","●加热
○通风9900元
","●加热
○通风9900元
"
后排座椅功能,"○加热3200元
","○加热3200元
","○加热3200元
","○加热3200元
","○加热3200元
","○加热3200元
","○加热3200元
","○加热3200元
","-
","○加热3200元
","○加热3200元
","○加热3200元
","○加热3200元
","○加热3200元
"
前中央扶手,"●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
"
后中央扶手,"●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
"
第三排座椅,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
座椅布局,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
后排座椅放倒方式,"●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
","●比例放倒
"
后排杯架,"●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
"
后排折叠桌板,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
信息娱乐
中控彩色液晶屏,"●触控式液晶屏
","●触控式液晶屏
","●触控式液晶屏
","●触控式液晶屏
","●触控式液晶屏
","●触控式液晶屏
","●触控式液晶屏
","●触控式液晶屏
","●普通液晶屏
","●普通液晶屏
","●普通液晶屏
","●普通液晶屏
","●普通液晶屏
","●普通液晶屏
"
液晶屏尺寸,"●10.1
","●10.1
","●10.1
","●10.1
","●10.1
","●10.1
","●10.1
","●10.1
","●7.0
","●8.3
","●8.3
","●8.3
","●8.3
","●8.3
"
全液晶仪表盘,"●
","●
","●
","●
","●
","●
","●
","●
","-
","●
","●
","●
","●
","●
"
行车电脑显示屏,"●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
","●
"
液晶仪表尺寸,"12.3
","12.3
","12.3
","12.3
","12.3
","12.3
","12.3
","12.3
","-
","-
","-
","-
","-
","-
"
HUD平视显示,"-
","-
","○选配17900元
","○选配17900元
","○选配17900元
","○选配17900元
","○选配17900元
","○选配17900元
","-
","○选配17900元
","○选配17900元
","○选配17900元
","○选配17900元
","○选配17900元
"
GPS导航系统,"○GPS导航
○实时路况
","○GPS导航
○实时路况
","●GPS导航
●实时路况
","●GPS导航
●实时路况
","●GPS导航
●实时路况
","●GPS导航
●实时路况
","●GPS导航
●实时路况
","●GPS导航
●实时路况
","-
","●GPS导航
●实时路况
","●GPS导航
●实时路况
","●GPS导航
●实时路况
","●GPS导航
●实时路况
","●GPS导航
●实时路况
"
紧急道路救援,"●
","●
","●
","●
","●
","●
","●
","●
","-
","●
","●
","●
","●
","●
"
蓝牙/WiFi连接,"●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
","●蓝牙
"
车载APP应用,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
4G网络,"●
","●
","●
","●
","●
","●
","●
","●
","-
","●
","●
","●
","●
","●
"
车载WiFi热点,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
OTA升级,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
语音控制,"●语音控制
","●语音控制
","●语音控制
","●语音控制
","●语音控制
","●语音控制
","●语音控制
","●语音控制
","●语音控制
","●语音控制
","●语音控制
","●语音控制
","●语音控制
","●语音控制
"
手机互联,"●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
","●CarPlay
"
手机无线充电,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
手势控制系统,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
CD/DVD,"-
","-
","-
","-
","-
","-
","-
","-
","●单碟cd
","●单碟cd
","●单碟cd
","●单碟cd
","●单碟cd
","●单碟cd
"
外接音源接口,"●USB
","●USB
","●USB
","●USB
","●USB
","●USB
","●USB
","●USB
","●AUX
●USB
●SD卡槽
","●AUX
●USB
●SD卡槽
","●AUX
●USB
●SD卡槽
","●AUX
●USB
●SD卡槽
","●AUX
●USB
●SD卡槽
","●AUX
●USB
●SD卡槽
"
车载行车记录仪,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
车载电视,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
后排控制多媒体,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
扬声器数量[个],"●9-12
○12个以上
","●9-12
○12个以上
","●9-12
○12个以上
","●9-12
○12个以上
","●12个以上
","●12个以上
","●12个以上
","●12个以上
","●9-12
○12个以上7200元
","●9-12
○12个以上7200元
","●12个以上
","●9-12
○12个以上7200元
","●12个以上
","●12个以上
"
后排液晶屏,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
音响品牌,"○B＆O7200元
","○B＆O7200元
","○B＆O7200元
","○B＆O7200元
","●B＆O
","●B＆O
","●B＆O
","●B＆O
","○B＆O7200元
","○B＆O7200元
","●B＆O
","○B＆O7200元
","●B＆O
","●B＆O
"
车载220V电源,"-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
"
